path,sentence
common_voice_hy-AM_40003457.wav,Չայքովսքի օփերաներուն բնորոշ են ընդհանրացման բարձր մակարդակն ու սիմֆոնիկ զարգացումը։
common_voice_hy-AM_40003462.wav,"Ժամանակը գնում է, տղան մեծանում է հոր համար վրեժ լուծելու ցանկությամբ։"
common_voice_hy-AM_40003470.wav,"Դեֆլեգմիչն ուղղահայաց խողովակ է, որով վեր են բարձրանում խառնուրդի տաք գոլորշիները։"
common_voice_hy-AM_40003471.wav,Նա ամուսնացել է չորս անգամ։
common_voice_hy-AM_40003473.wav,Կիևը շարունակում էր պայքարի կենտրոն լինել։
common_voice_hy-AM_40003476.wav,"Պատրաստվում են տարբեր փայտերից, ինչպես նաև լինում են թրծկավից և քարից։"
common_voice_hy-AM_40003507.wav,Քաղաքական գործիչը մարտարվեստի և պրոֆեսիոնալ ըմբշամարտի երկրպագու է։
common_voice_hy-AM_40003508.wav,Տվյալ ռեակցիայի ջերմային էֆեկտը կախված է ջերմաստիճանից և ճնշումից (ծավալից)։
common_voice_hy-AM_40003509.wav,Նրանց կողքին գթության քույրն օգնում է վիրավորին։
common_voice_hy-AM_40003521.wav,"Ընտրությունների համակարգը սահմանափակ է, մարդիկ օտարված են իշխանությունից։"
common_voice_hy-AM_40003525.wav,Այդ նպատակով կիրառվող հակածինները կոչվում են ախտորոշիչ գործոններ։
common_voice_hy-AM_40003528.wav,Հաշվարկվում է պերիկենտրոնից։
common_voice_hy-AM_40003534.wav,Հայաստանում խսիր գործել են առավելապես գյուղական բնակչությունը և վանքերի աբեղաները։
common_voice_hy-AM_40003973.wav,Անոր որդիքը պետական եւ զինուորական ծառայութեան մէջ ընդունուեցան։
common_voice_hy-AM_40003975.wav,Անտոնի մայրը պատերազմի ժամանակ դարձել էր հաշմանդամ։
common_voice_hy-AM_40003979.wav,Հատապտուղները հասունանում են օգոստոսին։
common_voice_hy-AM_40003980.wav,Յաճախ հիւանդներ տարիներով կը տառապին մնայուն ցնցղատապէ։
common_voice_hy-AM_40003983.wav,Հաճախ շինարարություն էր այցելում անձամբ ցարը։
common_voice_hy-AM_40003985.wav,Գործունակությունը կարող է լինել նաև սահմանափակ։
common_voice_hy-AM_40003996.wav,"Ալգորիթմը մշակված է պատկերը տողերով, իրենց ներկայանալու հերթականությամբ խտացնելու համար։"
common_voice_hy-AM_40003997.wav,Աչքի է ընկնում դեկորատիվության հրաշալի դինամիկայով։
common_voice_hy-AM_40004005.wav,Նրա սնդուկի հատակին նրանք հայտնաբերում են փող և թղթերի կապոց։
common_voice_hy-AM_40004008.wav,Այդ փոփոխությունները հանգեցրել են ռազմական իսթեբլիշմենթի նկատմամբ սուննի վերահսկողության ոչնչացմանը։
common_voice_hy-AM_40004009.wav,Միավորված ազգերի կազմակերպության գլխավոր քարտուղարը սույն արձանագրության ավանդապահն է:
common_voice_hy-AM_40004012.wav,Նկարահանվել է թուրքական ամսագրերի շապիկներին։
common_voice_hy-AM_40004035.wav,"Ուսանողական տարիներին աշխատակցել է գիտակահետազոտական կենտրոնների հետ, հեղինակել է բազմաթիվ հոդվածներ։"
common_voice_hy-AM_40004036.wav,"Նրա ծնողները բացի հինգ հարազատ երեխաներից, որդեգրել են նաև երկուսին։"
common_voice_hy-AM_40004053.wav,Արեգակնային դրութիւնը լեցուն է նաեւ փոշիով եւ այլազան չափի քարերով։
common_voice_hy-AM_40004063.wav,"Կարիերայի սկզբում նկարահանվել է մյուզքիլներում, խաղացել թատրոնում, նկարահանվել հեռուստատեսությունում։"
common_voice_hy-AM_40004064.wav,"Երաշտի ժամանակ, ամբողջ ժամանակակից քաղաքը տեղադրվում է անտիկ ձիարշավարանի սահմաններում։"
common_voice_hy-AM_40004067.wav,Դուբայը համարվում է աշխարհի ամենաշոգ քաղաքներից մեկը։
common_voice_hy-AM_40004068.wav,Ծառերի պակասը լրացվում է եղեսպակի և այլ թփերի առատությամբ։
common_voice_hy-AM_40004069.wav,Ռազդորսկի գյուղական համայնքի վարչական կենտրոնն է։
common_voice_hy-AM_40004071.wav,Սկզբնական շրջանում նրա մեջ միայն ֆուտբոլային ակումբն էր մտնում։
common_voice_hy-AM_40004087.wav,Կապիտալի մի զգալի մասը հատկացվում է պորտֆելային ներդրումներին։
common_voice_hy-AM_40004090.wav,"Նա գրում է սիրավեպեր, որոնք սիրված են ընթերցողների որոշակի զանգվածի համար։"
common_voice_hy-AM_40004127.wav,Չրերի գործածության եղանակներից մեկն էլ մրգային ապուրն է։
common_voice_hy-AM_40004131.wav,Այդ դեպքում այն պահպանում է տրանսպեպտիզացումը կատալիզելու ունակությունը։
common_voice_hy-AM_40004133.wav,Աշխատել է տարբեր կազմակերպություններում՝ որպես ճարտարապետ։
common_voice_hy-AM_40004135.wav,Ժյուրիի որոշմամբ եզրափակիչ փուլ են անցել յուրաքանչյուր տարիքային խմբի լավագույն կատարողները։
common_voice_hy-AM_40004148.wav,Մեդիագրագիտությունը չի սահմանափակվում միայն կրողով։
common_voice_hy-AM_40004168.wav,"Կոոպերատիվն արտադրում է նաև եթերայուղեր հիմնականում եղեսպակից, դաղձից, թարխունից և այլն։"
common_voice_hy-AM_40004169.wav,Ճանապարհին հանդիպում է տարբեր մարդկանց։
common_voice_hy-AM_40004193.wav,"- Դո՛ւ, հենց այս րոպեիս - չե՞ս խոսում:"
common_voice_hy-AM_40004197.wav,Ամուսնության գերակշռող ձև էր նաև փախցրած աղջկա համար «փրկագին» պահանջելը։
common_voice_hy-AM_40004199.wav,Ինքնաբոցավառման բնույթը կարող է լինել ջերմային կամ շղթայական։
common_voice_hy-AM_40004200.wav,Հոգեվերլուծականորեն կողմնորոշված ֆրանսիական ֆեմինիզմը կենտրոնացած է տեսողական և գրական տեսության վրա։
common_voice_hy-AM_40004204.wav,Քեննինգները ձևավորում էին առնվազն երկու բառից։
common_voice_hy-AM_40004206.wav,"Նեմեսիսը պաշտպանում է կարապին՝ դնելով ծնկներին, ապա քնում է։"
common_voice_hy-AM_40004208.wav,Քարանձավի պատին հայտնվում է փոքր երեխա գրկած կնոջ անձեռակերտ պատկերը։
common_voice_hy-AM_40004209.wav,Բոլոր գերատեսչությունները հրապարակել են իրենց ներքին գնահատման հաշվետվությունները։
common_voice_hy-AM_40004211.wav,Ուշագրաւ եւ հետաքրքրական երեւոյթ էր իր տարիքը։
common_voice_hy-AM_40004213.wav,Թագավորի զորականները նրանց հետապնդում են։
common_voice_hy-AM_40004215.wav,- Թույլ եմ տալիս:
common_voice_hy-AM_40004222.wav,Ընկերութիւնը առավել յայտնի է որպէս համակարգիչի մշակիչներ եւ գրաֆիկական համակարգերու արտադրող։
common_voice_hy-AM_40004224.wav,Բոլոր երեխաները կրթություն ստանում էին փակ կաթոլիկական գիշերօթիկ դպրոցներում։
common_voice_hy-AM_40004227.wav,Սակայն նա ոգեշնչված չէր իրավաբանության ոլորտում աշխատելու մտքով։
common_voice_hy-AM_40004228.wav,Դպրոցական տարիների խաղացել է դրամայի խմբակում։
common_voice_hy-AM_40004236.wav,Ամբարտակը գրավիտացիոն է։
common_voice_hy-AM_40004237.wav,Ծնվել է գվարդիայի կրտսեր սպայի ընտանիքում։
common_voice_hy-AM_40004239.wav,Ան կ՛արժանանայ բազմաթիւ մրցանակներու։
common_voice_hy-AM_40004240.wav,Կալյեսին անվանում էին «բոլշևիկ» և «պարագլուխ»։
common_voice_hy-AM_40004244.wav,Նշվում է միշտ կիրակի օրը և ավարտվում է նույն օրվա երեկոյան։
common_voice_hy-AM_40004245.wav,Լաուտերբրուննենից գնացքով կարելի է հասնել գյուղ։
common_voice_hy-AM_40004247.wav,"- Եվ ո՞ր սատանան այդ կնոջը բերեց հենց այն ժամանակ, երբ ես…"
common_voice_hy-AM_40004250.wav,Հետևաբար օրենքներ խախտելն անթույլատրելի է։
common_voice_hy-AM_40004251.wav,Աշխատակցած ճակատամարտի եւ յաջորդող թերթերու։
common_voice_hy-AM_40004254.wav,Օջախների չափերը հիմնականում համեմատական էին տան չափերին։
common_voice_hy-AM_40004255.wav,Մյուս հերոսների մասին պատմում է հեղինակն ինքը։
common_voice_hy-AM_40004261.wav,"Ա. Արբուսը ուներ երկու աշխատանք, որոնց զուգահեռ զբաղվում էր լուսանկարչությամբ։"
common_voice_hy-AM_40004262.wav,Դասական խոյակները լայնորեն կիրառվել և զանազանակերպվել են եվրոպական ճարտարապետության մեջ։
common_voice_hy-AM_40004265.wav,Ցամաքային սահմանը կարճ է։
common_voice_hy-AM_40004270.wav,"Չորրորդ դոկումենտան դարձել է առաջին ցուցահանդեսը, որն սկսել է եկամուտ բերել։"
common_voice_hy-AM_40004277.wav,Միայն քրիստոնեական արժեքները կարող են երաշխավորել անձի իրական ազատությունը։
common_voice_hy-AM_40004282.wav,Առաջին հիշատակումները մեզ են հասել ասորեստանյան և ուրարտական արձանագրություններից։
common_voice_hy-AM_40004301.wav,Հավատքի ազատությունը համարվում է մարդու հիմնական իրավունքներից մեկը։
common_voice_hy-AM_40004303.wav,Իսկ այդ տարիներին հազվադեպ էր աղջկան առաջարկվում թավջութակ նվագել։
common_voice_hy-AM_40004305.wav,Կանխատեսման ունակությունը գիտության բնորոշ առանձնահատկությունն Է։
common_voice_hy-AM_40004307.wav,"Բնակիչները կղզիաբնակ հույներն են, որոնք դավանում են քրիստոնեություն՝ հույն ուղղափառություն։"
common_voice_hy-AM_40004316.wav,"- Ըսկի չէինք կարում ծերը ծերին գցի, դոխտուրի ու դեղի փողը ո՞րդիան էր."
common_voice_hy-AM_40004318.wav,Առավել տարածված են քիմական փրփրային կրակմարիչները։
common_voice_hy-AM_40004322.wav,Ճակատն անհամաչափ է։
common_voice_hy-AM_40004324.wav,"Նա այս բոլոր ընկերությունների գործունյա անդամ էր, իսկ հաճախ նաև նախագահ։"
common_voice_hy-AM_40004332.wav,Կղզում մեծ քաղաքներ չկան։
common_voice_hy-AM_40004341.wav,"Եթե ներխուժումը չկասեցնեն, աշխարհը կկործանվի։"
common_voice_hy-AM_40004342.wav,Կղզու սակավ ռեսուրսներով պայմանավորված ծովային նավարկությունը եղել է փսարացիների հիմնական զբաղմունքը։
common_voice_hy-AM_40004345.wav,Աւանդական այս արարողութեան կրնան մասնակցիլ բոլոր փափաքողները։
common_voice_hy-AM_40004346.wav,"Առաջակալը թանաքի, ներկերի և ոսկեջրած թղթի օգնությամբ։"
common_voice_hy-AM_40004357.wav,Տեղի վաճառականները ընկույզ են վաճառում զբոսաշրջիկներին՝ կապիկներին կերակրելու համար։
common_voice_hy-AM_40004362.wav,Սաունդթրեքները ձայնագրվել են նվագախմբի մասնակցությամբ։
common_voice_hy-AM_40004369.wav,Պատասխանների համար ժամանակ տվեք եւ մի’ շտապեցրեք։
common_voice_hy-AM_40004372.wav,Ճանապարհին նրանց հետ լիքը արկածներ են տեղի ունենում։
common_voice_hy-AM_40004373.wav,Առ այսօր անհայտ է մնում կենսագրի իսկական և անվան ճիշտ գրությունը։
common_voice_hy-AM_40004374.wav,Շենքի խոշոր գմբեթը օգտագործվում է որպես աստղադիտարան՝ աստղագիտության դասերի համար։
common_voice_hy-AM_40004377.wav,Ճարպաթթուների կալիումական և նատրիումական աղերը իրենցից ներկայացնում են օճառներ։
common_voice_hy-AM_40004379.wav,"Հայրն ընտանիքից հեռացել էր, երբ աղջիկը յոթ տարեկան էր։"
common_voice_hy-AM_40004380.wav,"Խորանը հնգանիստ կազմություն ուներ, որի երկու կողմերում ուներ ավանդատներ։"
common_voice_hy-AM_40004382.wav,"Մարմնի կեցվածքն ուղղահայաց է, կտուցի ծայրը՝ գդալանման լայնացած կամ բարակ։"
common_voice_hy-AM_40004383.wav,- Ինչո՞ւ պիտի նեղանամ:
common_voice_hy-AM_40004384.wav,"Նշանակում է «մանուկների ավագ, ուսուցիչ կամ վարժապետ»։"
common_voice_hy-AM_40004387.wav,"- Պարոն Մինասյան, շատ մի բարկացնեք, թե չէ, աստված է վկա, ձեզ հետ կկռվեմ:"
common_voice_hy-AM_40004388.wav,Կոմունայի տարածքի կեսը ծածկված է անտառներով։
common_voice_hy-AM_40006232.wav,Խառը վիճակի նկարագրման համար օգտագործվում է խտության մատրիցը։
common_voice_hy-AM_40006241.wav,"Սովորել է սկզբում մուֆթիի մոտ, ապա ավարտել միջնակարգ դպրոցը։"
common_voice_hy-AM_40006242.wav,Հետաքննությունը երկար ժամանակ որոշակի արդյունքների չէր կարողանում հասնել։
common_voice_hy-AM_40006251.wav,Պտղոմեոսի անհավասարումը թեորեմի ընդլայնացված և առավել տարածված ձևն է։
common_voice_hy-AM_40006254.wav,Քառակուսային հավասարման տարրերն ունեն հատուկ անվանումներ։
common_voice_hy-AM_40006255.wav,Նկարահանման տեխնիկայի արտադրամասից՝ թիմին միանում է նկարահանման տեխնիկայի մեխանիկը։
common_voice_hy-AM_40006261.wav,"Հանկարծ ընկերս կողքի դարձավ, վիզը ձգեց իմ կողմ:"
common_voice_hy-AM_40006262.wav,Դոնցիները մասնակցել են ռազմական գործողությունների մեծամասնությանը։
common_voice_hy-AM_40006267.wav,Քուանտային մեխանիկայի մէջ մշակած է ըստ հետագիծերու ինտեգրումի մեթոդը։
common_voice_hy-AM_40006269.wav,"Մտնում է բոլոր բնական սպիտակուցների կազմի մեջ, բացի պրոտամիններից։"
common_voice_hy-AM_40006272.wav,"- Բայց ի՞նչդ է ցավում, հայրիկ,- հարցրի, այս անգամ կամաց գրկելով նրա մեջքը:"
common_voice_hy-AM_40006273.wav,Ռիոլիթը գրանիտի արտաժայթուք նմանակն է։
common_voice_hy-AM_40006275.wav,Կղզու զգալի մասը պատված է սաղարթախիտ անտառներով։
common_voice_hy-AM_40006277.wav,Նա տասը տարեկան հասակում սկսել է բանաստեղծություններ գրել։
common_voice_hy-AM_40006280.wav,Տաճարի ընդարձակ ինտերիերը բավական ազատ է։
common_voice_hy-AM_40006281.wav,Վերջինիս շնորհիվ լիգան ստացավ միջազգային կոչում։
common_voice_hy-AM_40006283.wav,Կրօնական ազատութիւնը մեծ հնարաւորութիւն տուաւ տիեզերական շարժման զարգացման համար։
common_voice_hy-AM_40006284.wav,Դրանից հետո զույգը որոշել է ավարտել սիրողական սպորտային կարիերան։
common_voice_hy-AM_40006286.wav,Նա երկար ժամանակ աշխատել է որպես ինժեներ։
common_voice_hy-AM_40006288.wav,Նա կառուցել է բուսաբանական այգի։
common_voice_hy-AM_40006292.wav,"- Ցավում եմ, որ վաղը ոչ մի կերպ չեմ կարող գալ, տիկին,- պատասխանեց Զազունյանը:"
common_voice_hy-AM_40006293.wav,Առավել ֆունկցիոնալ դարձնելու համար կահավորում են ներքին դարակներով։
common_voice_hy-AM_40006294.wav,"Ենթադրվում է, որ տիբարեններն ազգակից են եղել արեմտակովկասյան ցեղերին։"
common_voice_hy-AM_40006295.wav,"Պարսամյանի արվեստին բնորոշ են տաք, հստակ գունահարաբերումները, կերպարային հավաստիությունը։"
common_voice_hy-AM_40006296.wav,Այս էր ինձ համար հիմնական նպատակ։
common_voice_hy-AM_40006302.wav,«Կշեպտովսկի» ազգանունը վերցրել է հասուն տարիքում։
common_voice_hy-AM_40006303.wav,Շրջանում կան բազմաթիվ հաջողակ արդյունաբերական ձեռնարկություններ։
common_voice_hy-AM_40006305.wav,մայմուն խո չե՞ն խաղացնում ըստեղ:
common_voice_hy-AM_40007018.wav,Վերանուն հիանալի շրջան է տնտեսական գործունեության համար։
common_voice_hy-AM_40007021.wav,"Ֆարուք թագաւորը չէր աջակցեր անոնց ամուսնութիւնը, բայց դիմադրութիւնը յաղթեց։"
common_voice_hy-AM_40007032.wav,"- Բայց տարաբախտաբար, ինձ պոզեր են պակաս,- ասում էր Աննան ծիծաղելով:"
common_voice_hy-AM_40007034.wav,Դենդիի համար վաճառված վիդեոխաղերը մեծ մասամբ եղել են ապօրինի պատճեններ։
common_voice_hy-AM_40007035.wav,Այս ամենը առաջանում է րոպեների և ժամերի ընթացքում։
common_voice_hy-AM_40007123.wav,Սա սերուցքային սոուսը ավելի խիտ և հագեցած է դարձնում։
common_voice_hy-AM_40007126.wav,Բնակչության հիմնական զբաղմունքը անսանպահությունն էր։
common_voice_hy-AM_40007127.wav,Գրական անուն է դարձրել հոր անունը։
common_voice_hy-AM_40007131.wav,"- Ես ինչպե՞ս գիտենամ, սիրելիս…"
common_voice_hy-AM_40007134.wav,Այդ գիշեր բազմաթիվ կանայք դուրս էին գալիս դաշտերը բուժիչ խոտեր հավաքելու։
common_voice_hy-AM_40007135.wav,Հայկական հրաբխային տուֆը կը բնորոշուի անկանոն բեկորազանգուածով։
common_voice_hy-AM_40007136.wav,"Հայտնի դարձավ «»հասկացությունը, երբ ընտանիքները ձգտում էին ունենալ իրենց տները՝ հողամասերով։"
common_voice_hy-AM_40007139.wav,"Պատրաստվում է հիմնականում ծիրանենու, թթենու կամ ընկուզենու փայտից, իսկ պիպիչը՝ եղեգից։"
common_voice_hy-AM_40007140.wav,"Կաֆտանը գոտևորվել է, որպես կանոն, լայն գոտիով ( սովորաբար այլ գույնի)։"
common_voice_hy-AM_40007141.wav,"Այս հողերը պատկանել են լիդիացիներին, պարսիկներին, հռոմեացիներին, բյուզանդացիներին, սելջուկներին, օսմանցիներին։"
common_voice_hy-AM_40007144.wav,"Նա նախատեսում էր նախ նկարահանել իր հաճախորդներին, հետո նոր նկարել ծաղրանկարներ։"
common_voice_hy-AM_40007191.wav,Լիարժեք կազմակերպված բուժման պարագայում ելքը հիմնականում բարենպաստ է։
common_voice_hy-AM_40007193.wav,Ժամանակի ընթացքում հնավայրը քայքայվել ու լուծվել է ընդարձակված բնակելի թաղամասի մեջ։
common_voice_hy-AM_40007194.wav,ես միշտ պատրաստ եմ:
common_voice_hy-AM_40007203.wav,Շնչառական ուղիները բաց պահելու համար հնարավոր է առաջանա ինտուբացիայի անհրաժեշտություն։
common_voice_hy-AM_40007212.wav,Ապաքինվելուց հետո շարունակել է ծառայությունը։
common_voice_hy-AM_40007218.wav,"Թանգարանի ներկայացված են մանրանկարչական գործերը, որոնք ստեղծվել են ռուսական հեղափոխության նախօրեին։"
common_voice_hy-AM_40007227.wav,Շրջակայքը հարուստ է պեռլիտով։
common_voice_hy-AM_40008953.wav,Թույլ փոխազդող ֆերմիոնները սահմանային պայմաններում կարող են բոզոնային վարք դրսևորել։
common_voice_hy-AM_40008956.wav,Այս արարածի անունը և արտաքին տեսքը փոփոխվում է կապված տարածաշրջանից։
common_voice_hy-AM_40008964.wav,Հիմնականում սկսվում է հանկարծակիորեն։
common_voice_hy-AM_40008969.wav,"Եվ այժմ միայն զգաց, թե որքան սարսափելի բան էր այդ:"
common_voice_hy-AM_40008970.wav,Ունի եղբայր և քույր։
common_voice_hy-AM_40008972.wav,Քաղաքն ուներ միջնադարյան հրեական համայնք։
common_voice_hy-AM_40008980.wav,Թաթերք բերդը կառուցվել է բրոնզե դարում անմշակ և ճեղքված քարից։
common_voice_hy-AM_40008984.wav,"Նա հանդիպում է այնպիսի դասընկերերի, ովքեր նրան չեն ընդունում իրենց ակումբ։"
common_voice_hy-AM_40008985.wav,Մարմինը բարակ է։
common_voice_hy-AM_40008986.wav,Ջրհորի վրա ձեռքով աշխատող պոմպ ունեինք:
common_voice_hy-AM_40008991.wav,Մահվան պատճառը չի նշվում։
common_voice_hy-AM_40008993.wav,"Մրցանակներ ստացել է որպես ռեժիսոր, սցենարի հեղինակ, կոմպոզիտոր և պրոդյուսեր։"
common_voice_hy-AM_40009001.wav,Ֆանտոմասը կարողանում է փախչել հետապնդումից և գնում է սուզանավ։
common_voice_hy-AM_40009004.wav,Ընդհանուր առմամբ ակումբի հիմնական կազմում անցկացրել է երկու հանդիպում։
common_voice_hy-AM_40009007.wav,Քարանձավի պատերի ժայռապատկերներն ունեն հանքային ծագում։
common_voice_hy-AM_40009008.wav,- գրեթե ամեն օր:
common_voice_hy-AM_40009009.wav,Փրկված ուղևորներին հաջողվում է փակվել վագոնում։
common_voice_hy-AM_40009022.wav,Սուպերֆինիշի են ենթարկում նախապես ճշգրիտ մշակված նախապատրաստուկները։
common_voice_hy-AM_40009023.wav,"Պատերազմից հետո շարունակել է պայքարել սևամորթերի ճնշման դեմ, հանուն կանանց իրավահավասարության։"
common_voice_hy-AM_40009024.wav,"Հայերից բացի գավառակում ապրում էին նաև թուրքեր, լազեր և հույներ։"
common_voice_hy-AM_40009025.wav,Կը հրատարակուի տարեգիրք։
common_voice_hy-AM_40009026.wav,Վզի վրա ունեն «վզնոց» կամ մուգ բծեր։
common_voice_hy-AM_40009028.wav,Բջջային ծրագրերը կարևոր դեր են խաղում այս ուղղության զարգացման մեջ։
common_voice_hy-AM_40009029.wav,"Եվ իհարկե, այստեղ կարելի է ըստ ամենայնի հանգստանալ և պարապել."
common_voice_hy-AM_40009041.wav,"Երբ երեխան սովորում է խոսել, երեխայի ակտիվ բառապաշարը սկսում է մեծանալ։"
common_voice_hy-AM_40009045.wav,Դրանում մեծ դեր ունեցավ տպագրության զարգացումը։
common_voice_hy-AM_40009046.wav,"Կորիզը էլիպսոիդաձև է կամ իլիկաձև, գրեթե հարթ։"
common_voice_hy-AM_40009055.wav,Պատերազմից հետո աշխատել է մի շարք թատրոններում որպես դերասան և դիրիժոր։
common_voice_hy-AM_40009057.wav,«Մանիպուլյացիայի» եւ «հովանավորչության» հասկացությունները ևս մշակվել են գրական թարգմանության առնչությամբ։
common_voice_hy-AM_40009058.wav,Նրա մասնակցության ժամանակ ստեղծվում է խմբի առաջին դեմոձայնագրությունը։
common_voice_hy-AM_40009066.wav,Եվրոպական ժամանակակից կրթական չափանիշներին համապատասխան կրտսեր մասնագետների պատրաստումը։
common_voice_hy-AM_40009069.wav,Հին ժամանակներից մինչև վերջերս դռնապահները ապահովված էին բնակարաններով։
common_voice_hy-AM_40009072.wav,Այս անգամ ամեն ինչ ընթանում է ավելի արագ։
common_voice_hy-AM_40009075.wav,Մի՞թե կարելի էր մի այդպիսի սոսկալի հեռագիր ուղարկել որդուն…
common_voice_hy-AM_40009076.wav,Զոհված մարտիկների հիշատակին կատարվել է հոգեհանգստի արարողություն։
common_voice_hy-AM_40009077.wav,Ատանը դավանությամբ եղել է հունադավան (հոռոմ)։
common_voice_hy-AM_40009084.wav,"Տարածաշրջանի բնակչությունը փոքր է, հիմնականում ծածկված է խոշոր լեռնային լանջերով։"
common_voice_hy-AM_40009088.wav,Համալսարանն առաջարկում է համաշխարհային մակարդակի ուսումնական միջավայր։
common_voice_hy-AM_40009089.wav,Դաստիարակվել է կաթոլիկի ընտանիքում։
common_voice_hy-AM_40009090.wav,Դարերի ընթացքում փոփոխվել է նաև կտավի լանդշաֆտը։
common_voice_hy-AM_40009092.wav,"Արևելյան և հյուսիսային լանջերը զառիթափ են, արևմտյան լանջը՝ զառիկող։"
common_voice_hy-AM_40009106.wav,Վարուժանէն վերը տրուած օրինակը եւս յանգերու նոյն կարգը ունի։
common_voice_hy-AM_40009113.wav,"Միաժամանակ կառավարությունը հայտարարեց, որ հրաժարվում է իշխանությունից և այն հանձնում բոլշևիկներին։"
common_voice_hy-AM_40009115.wav,Դալիլային նվիրված որոշ գիտական ուսումնասիրություններում շեշտը դրվում է նրա սեռի վրա։
common_voice_hy-AM_40009116.wav,"Հիմնական զբաղմունքը ձկնորսությունն է, ձկնամշակությունը և գյուղատնտեսությունը։"
common_voice_hy-AM_40009119.wav,"Ըստ գիտնականների, աստղագուշակությունը կեղծ գիտություն է և սնահավատություն է։"
common_voice_hy-AM_40009121.wav,Անոր հետաքրքութեան հիմնական առարկան ծովն էր ու ծովու մարդիկ։
common_voice_hy-AM_40009122.wav,Նախնական երաժշտական կրթությունն ստացել է հատուկ մասնագիտական երաժշտական դպրոցի ջութակի դասարանում։
common_voice_hy-AM_40009123.wav,Սովորելու տարիներին եռանդուն կերպով կարդացել է տարբեր գրքեր։
common_voice_hy-AM_40009128.wav,"Սերվալը բավականին բարեկազմ, երկար ոտքերով, միջին չափի կատվազգի է։"
common_voice_hy-AM_40009134.wav,Մուրատը կրկին հաղթել է երկու առաջատար բռնցքամարտիկների։
common_voice_hy-AM_40009138.wav,Ամրոցի տարածքը զբաղեցնում է ավելի քան երեք հեկտար։
common_voice_hy-AM_40009141.wav,"Ժյուլին գիտակցում է, որ սիրում է և սիրված է։"
common_voice_hy-AM_40009142.wav,Պետությունների ներկայացուցիչների կողմից նախապես ծրագրված պայմանավորվածությունները հետաձգվեցին։
common_voice_hy-AM_40009143.wav,Աշխատանքի ընթացքում չի թույլատրվում օգտագործել էլեկտրական գործիքներ։
common_voice_hy-AM_40009148.wav,Ուստի հիվանդության առաջին իսկ ախտանշանների դեպքում հարկավոր է դիմել բժշկի։
common_voice_hy-AM_40009150.wav,Դրա մյուս արձակումները ներառում են չորս գեոդեզիական արբանյակներ։
common_voice_hy-AM_40009151.wav,Տրոհման պերտիտ հետագա ալբիտացման դեպքում կարող է անցնել տեղակալման պերտիտի։
common_voice_hy-AM_40009152.wav,Ոճաբանությունը սովորեցնում է պատկերավոր ու արտահայտիչ դարձնել խոսքը։
common_voice_hy-AM_40009156.wav,Չիլիի հայ համայնքը սերտ կապերի մեջ է հայրենիքի հետ։
common_voice_hy-AM_40009247.wav,"Կոթունավոր, ընդհատ փետրաձև տերևները անհարթ մակերեսով են։"
common_voice_hy-AM_40009248.wav,Բլոկադայի տարիներին ուսումնարանն աշխատում էր որպես զինամթերք արտադրող և վերանորոգող բազա։
common_voice_hy-AM_40009249.wav,"Վասիլեի հայրը երիտասարդ ժամանակ շրջիկ վաճառական էր, պապը՝ նպարեղենի խանութ ուներ։"
common_voice_hy-AM_40009252.wav,Սակայն դժբախտաբար փոխպատվաստման համար ոչ մի օրգան չկա հիվանդանոցում։
common_voice_hy-AM_40009254.wav,Դռնակներին եզրերին պատկերված է կայսրուհու միացագիրը և ստեղծման տարեթիվը՝ «»։
common_voice_hy-AM_40009255.wav,Հայաստանում գործում են նաև առաջին ատյանի և վերաքննիչ դատարանները։
common_voice_hy-AM_40009256.wav,Իրենց եզրակացությունը կայացրել էին արագացուցիչներում կատարված փորձերի հիման վրա։
common_voice_hy-AM_40009257.wav,"Հնարավոր է, այն տեղի բնակիչների կողմից օգտագործվել է ոչ վաղուց։"
common_voice_hy-AM_40009258.wav,Պատկանում է աստղածաղկավորների ընտանիքին։
common_voice_hy-AM_40009261.wav,"Կազմակերպությունները հայտարարել են, որ ֆիլմը վիրավորում էր իրենք կրոնը։"
common_voice_hy-AM_40009269.wav,"Երկարութեան հիմնական միաւորը մեթրն է, յաճախ նաեւ՝ սանթիմեթրն ու քիլօմեթրը։"
common_voice_hy-AM_40009271.wav,Պատերազմից հետո գյուղը չի վերականգնվել։
common_voice_hy-AM_40009274.wav,"երկայն չհասկանաս, երկնային եմ ասում, այնպիսիներից, էլի, ես ու դու որ դիտենք:"
common_voice_hy-AM_40009275.wav,Վերևում պատկերված է ուղղափառ խաչը ամբողջովին պայծառեցված։
common_voice_hy-AM_40009277.wav,Նկարահանումները սկսվեց նոյեմբերին։
common_voice_hy-AM_40009281.wav,Նշված միջոցների թվում էին տպարանի հիմնումը և թերթի խմբագրության ստեղծումը։
common_voice_hy-AM_40009282.wav,Գյուղի մոտ է գտնվում Ս. Գևորգ վանքը։
common_voice_hy-AM_40009290.wav,"Չնայած գնին, վանիլը բարձր է գնահատվում իր համի համար։"
common_voice_hy-AM_40009291.wav,Գրքերը լուսավորում են ամբողջ սաշխարհը սառը պատերազմի ամբողջ ժամանակաշրջանում։
common_voice_hy-AM_40009292.wav,Այս ախտաբանական վիճակի զարգացման մեխանիզմի հիմքում ընկած են հիստամինը և բրադիկինինը։
common_voice_hy-AM_40009294.wav,Տոկիոյի բորսայի շինությունը զբաղեցրին ամերիկացի զինվորականները։
